row	obs_hash	next_obs_hash	action	extrinsic	shaped	confidence	terminal	commit	obs_atoms	next_obs_atoms
1834	175323102490919887	636294221406490448	2	0.010000	-0.020171	0.205288	0	0	87,91,54,256,53,49,44,55,55,44,49,55,57,44,48,44,48,44,49,259,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,53,56,44,55,48,44,49,56,54,44,48,44,48,44,49,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1835	636294221406490448	17481850860736706806	2	0.010000	-0.031963	0.205255	0	0	87,91,54,256,53,56,44,55,48,44,49,56,54,44,48,44,48,44,49,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,54,52,44,54,52,44,49,57,50,44,48,44,48,44,49,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1836	17481850860736706806	13508944124336776593	2	0.010000	-0.070429	0.205235	0	0	87,91,54,256,54,52,44,54,52,44,49,57,50,44,48,44,48,44,49,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,55,48,44,53,56,44,49,57,56,44,48,44,48,44,49,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1837	13508944124336776593	8900645779962777769	2	0.010000	-0.095558	0.205218	0	0	87,91,54,256,55,48,44,53,56,44,49,57,56,44,48,44,48,44,49,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,55,55,44,53,49,44,50,48,53,44,48,44,48,44,49,52,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1838	8900645779962777769	2846779015602212381	2	0.010000	-0.095015	0.205213	0	0	87,91,54,256,55,55,44,53,49,44,50,48,53,44,48,44,48,44,49,52,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,56,51,44,52,53,44,50,49,49,44,48,44,48,44,49,53,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1839	2846779015602212381	1578783967062640593	2	0.010000	-0.093038	0.205174	0	0	87,91,54,256,56,51,44,52,53,44,50,49,49,44,48,44,48,44,49,53,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,57,48,44,51,56,44,50,49,56,44,48,44,48,44,49,54,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1840	1578783967062640593	11250251606366383519	2	0.010000	-0.043894	0.205167	0	0	87,91,54,256,57,48,44,51,56,44,50,49,56,44,48,44,48,44,49,54,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,57,54,44,51,50,44,50,50,52,44,48,44,48,44,49,55,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1841	11250251606366383519	17142869466602690223	2	0.010000	-0.053310	0.205160	0	0	87,91,54,256,57,54,44,51,50,44,50,50,52,44,48,44,48,44,49,55,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,56,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1842	17142869466602690223	16327973056865577766	0	-0.020000	-0.006875	0.202296	0	0	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,56,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,57,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1843	16327973056865577766	9009955606314311161	2	0.010000	0.045688	0.204582	0	0	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,57,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,57,44,49,57,44,50,51,55,44,49,50,56,44,48,44,50,259,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1844	9009955606314311161	12243045353340997218	2	0.010000	0.043235	0.237436	0	0	87,91,54,256,49,48,57,44,49,57,44,50,51,55,44,49,50,56,44,48,44,50,259,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1845	12243045353340997218	16217743764756097164	2	0.010000	-0.014255	0.237439	0	0	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,50,50,44,54,44,50,53,48,44,49,50,56,44,48,44,50,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1846	16217743764756097164	6671639842675588248	2	-0.990000	-0.962237	0.252614	1	0	87,91,54,256,49,50,50,44,54,44,50,53,48,44,49,50,56,44,48,44,50,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,50,56,44,48,44,50,53,54,44,49,50,56,44,48,44,50,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,49
1847	18415308252794022028	5141501371116480742	2	0.010000	0.007504	0.204822	0	0	87,91,54,256,48,44,49,50,56,44,49,50,56,44,48,44,49,50,56,44,259,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,54,44,49,50,50,44,49,51,52,44,48,44,49,50,56,44,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1848	5141501371116480742	13579367801671908177	2	0.010000	-0.007583	0.205114	0	0	87,91,54,256,54,44,49,50,50,44,49,51,52,44,48,44,49,50,56,44,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,51,44,49,49,53,44,49,52,49,44,48,44,49,50,56,44,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1849	13579367801671908177	7814462353004496064	2	0.010000	-0.000374	0.205063	0	0	87,91,54,256,49,51,44,49,49,53,44,49,52,49,44,48,44,49,50,56,44,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,57,44,49,48,57,44,49,52,55,44,48,44,48,44,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1850	7814462353004496064	4480845101989334978	2	0.010000	0.024011	0.205335	0	0	87,91,54,256,49,57,44,49,48,57,44,49,52,55,44,48,44,48,44,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,50,54,44,49,48,50,44,49,53,52,44,48,44,48,44,52,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1851	4480845101989334978	7792935181146618425	2	0.010000	-0.014094	0.205313	0	0	87,91,54,256,50,54,44,49,48,50,44,49,53,52,44,48,44,48,44,52,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,51,50,44,57,54,44,49,54,48,44,48,44,48,44,53,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1852	7792935181146618425	12278099703478793432	2	0.010000	-0.059122	0.205355	0	0	87,91,54,256,51,50,44,57,54,44,49,54,48,44,48,44,48,44,53,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,51,56,44,57,48,44,49,54,54,44,48,44,48,44,54,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1853	12278099703478793432	11997827299632871311	2	0.010000	0.017440	0.205317	0	0	87,91,54,256,51,56,44,57,48,44,49,54,54,44,48,44,48,44,54,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,52,53,44,56,51,44,49,55,51,44,48,44,48,44,55,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1854	11997827299632871311	1528192076935914787	2	0.010000	-0.021001	0.205281	0	0	87,91,54,256,52,53,44,56,51,44,49,55,51,44,48,44,48,44,55,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,53,49,44,55,55,44,49,55,57,44,48,44,48,44,57,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1855	1528192076935914787	204293188901311765	2	0.010000	-0.046108	0.205284	0	0	87,91,54,256,53,49,44,55,55,44,49,55,57,44,48,44,48,44,57,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,53,56,44,55,48,44,49,56,54,44,48,44,48,44,49,259,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1856	204293188901311765	16737235193973454153	2	0.010000	-0.057875	0.205300	0	0	87,91,54,256,53,56,44,55,48,44,49,56,54,44,48,44,48,44,49,259,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,54,52,44,54,52,44,49,57,50,44,48,44,48,44,49,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1857	16737235193973454153	14227266095370770364	2	0.010000	-0.096314	0.205283	0	0	87,91,54,256,54,52,44,54,52,44,49,57,50,44,48,44,48,44,49,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,55,48,44,53,56,44,49,57,56,44,48,44,48,44,49,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1858	14227266095370770364	14898068083098607930	2	0.010000	-0.096407	0.205279	0	0	87,91,54,256,55,48,44,53,56,44,49,57,56,44,48,44,48,44,49,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,55,55,44,53,49,44,50,48,53,44,48,44,48,44,49,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1859	14898068083098607930	18134237227125292344	2	0.010000	-0.095835	0.205229	0	0	87,91,54,256,55,55,44,53,49,44,50,48,53,44,48,44,48,44,49,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,56,51,44,52,53,44,50,49,49,44,48,44,48,44,49,52,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1860	18134237227125292344	14554791537078168414	2	0.010000	-0.093719	0.205212	0	0	87,91,54,256,56,51,44,52,53,44,50,49,49,44,48,44,48,44,49,52,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,57,48,44,51,56,44,50,49,56,44,48,44,48,44,49,53,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1861	14554791537078168414	2049866139827213874	2	0.010000	-0.057883	0.205196	0	0	87,91,54,256,57,48,44,51,56,44,50,49,56,44,48,44,48,44,49,53,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,57,54,44,51,50,44,50,50,52,44,48,44,48,44,49,54,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1862	2049866139827213874	13870760008463280996	2	0.010000	-0.053569	0.205169	0	0	87,91,54,256,57,54,44,51,50,44,50,50,52,44,48,44,48,44,49,54,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,55,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1863	13870760008463280996	15596578945944126665	0	-0.020000	-0.007128	0.202297	0	0	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,55,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,56,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1864	15596578945944126665	7302668059194652037	2	0.010000	0.051696	0.204587	0	0	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,49,56,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,57,44,49,57,44,50,51,55,44,49,50,56,44,48,44,49,57,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1865	7302668059194652037	1104319207035173491	2	0.010000	0.037746	0.237746	0	0	87,91,54,256,49,48,57,44,49,57,44,50,51,55,44,49,50,56,44,48,44,49,57,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,259,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1866	1104319207035173491	4504286393932363379	2	0.010000	-0.016164	0.237732	0	0	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,259,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,50,50,44,54,44,50,53,48,44,49,50,56,44,48,44,50,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1867	4504286393932363379	9423224848578437488	3	0.020000	0.117306	0.154932	0	0	87,91,54,256,49,50,50,44,54,44,50,53,48,44,49,50,56,44,48,44,50,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,57,44,49,57,44,50,51,55,44,49,50,56,44,48,44,50,50,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1868	9423224848578437488	12355070508520542424	2	0.010000	0.078250	0.238161	0	0	87,91,54,256,49,48,57,44,49,57,44,50,51,55,44,49,50,56,44,48,44,50,50,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1869	12355070508520542424	15928544943310373138	3	0.020000	0.061058	0.165128	0	0	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,50,53,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1870	15928544943310373138	10130648391426552992	0	-0.020000	-0.019907	0.205791	0	0	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,50,53,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,50,54,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1871	10130648391426552992	8593978673984125842	4	0.020000	0.045826	0.200489	0	0	87,91,54,256,49,48,50,44,50,54,44,50,51,48,44,49,50,56,44,48,44,50,54,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,55,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1872	8593978673984125842	12749789172587829606	2	0.010000	0.021189	0.237363	0	0	87,91,54,256,49,49,53,44,49,51,44,50,52,51,44,49,50,56,44,48,44,50,55,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,50,50,44,54,44,50,53,48,44,49,50,56,44,48,44,50,56,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1873	12749789172587829606	16604906239617921126	2	-0.990000	-0.974588	0.251495	1	0	87,91,54,256,49,50,50,44,54,44,50,53,48,44,49,50,56,44,48,44,50,56,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,50,56,44,48,44,50,53,54,44,49,50,56,44,48,44,50,57,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,49
1874	18415308252794022028	5141501371116480742	2	0.010000	0.006891	0.204788	0	0	87,91,54,256,48,44,49,50,56,44,49,50,56,44,48,44,49,50,56,44,259,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,54,44,49,50,50,44,49,51,52,44,48,44,49,50,56,44,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1875	5141501371116480742	13579367801671908177	2	0.010000	-0.008144	0.205061	0	0	87,91,54,256,54,44,49,50,50,44,49,51,52,44,48,44,49,50,56,44,49,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,51,44,49,49,53,44,49,52,49,44,48,44,49,50,56,44,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1876	13579367801671908177	7814462353004496064	2	0.010000	-0.001609	0.205065	0	0	87,91,54,256,49,51,44,49,49,53,44,49,52,49,44,48,44,49,50,56,44,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,49,57,44,49,48,57,44,49,52,55,44,48,44,48,44,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1877	7814462353004496064	4480845101989334978	2	0.010000	0.022870	0.205310	0	0	87,91,54,256,49,57,44,49,48,57,44,49,52,55,44,48,44,48,44,51,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,50,54,44,49,48,50,44,49,53,52,44,48,44,48,44,52,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
